30
30
w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w
,w,,,,,,,,,,,,,,,,,,,,,,,,,,,w,
,,,,,,,,,,,,w,w,w,,,,,,,,,,,,,,,
,,,,,,,,,,,,w,f,w,,,,,,,,,,,,,,,
,,,,,,,,,,,,w,G_1,w,,,,,,,,,,,,,,,
,,,,,,,,,,,,w,S_1,w,,,,,,,,,,,,,,,
,,,,,,,,,,,,w,,w,,,,,,,,,,,,,,,
,,,,w,w,w,w,w,w,w,w,w,,w,,,,,,,,,,,,,,,
,,,,w,,,,,,,,,,w,,,,,,,,,,,,,,,
,,,,w,,w,w,w,w,w,,w,w,w,,,,,,,,,,,,,,,
,,,,w,,w,w,w,w,w,,,,w,,,,,,,,,,,,,,,
,,w,w,w,,w,w,w,w,w,,w,,w,,,,,,,,,,,,,,,
,,w,,,,,,w,w,w,,w,K_1,w,,,,,,,,,,,,,,,
,,w,,,,w,,,w,w,w,w,w,w,w,w,w,w,,,,,,,,,,,
,,w,,,,w,,,,,,,,,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,,,w,,,,w,,,,w,,,,w,,,,,,,,,,,
,,w,,Cp_1,,w,,Cp_2,,w,,Cp_3,,w,,Cp_4,,w,,,,,,,,,,,  
